CustomerID,Age,Gender,Tenure,AverageTransactionValue,PurchaseFrequency,LastPurchaseDaysAgo,TotalVisits,MembershipType,Region,EmailEngagement,DiscountUsage,Churn
C4079,41,Male,7,170.4,4,103,6,Basic,South,Medium,7,0
C4080,52,Female,5,360.35,4,72,48,Silver,East,Medium,2,0
C4081,47,Female,8,514.52,6,171,34,Platinum,West,High,6,0
C4082,47,Male,9,119.92,7,89,91,Basic,South,Medium,9,0
C4083,64,Female,4,597.78,5,58,59,Silver,West,Medium,2,0
C4084,52,Female,4,401.12,10,105,44,Basic,South,Medium,8,0
C4085,36,Male,8,589.47,8,69,81,Basic,West,High,9,0
C4086,67,Female,1,282.54,7,46,96,Silver,South,High,4,0
C4087,25,Female,4,329.01,8,153,28,Gold,South,Medium,2,0
C4088,43,Female,6,476.18,4,25,46,Silver,West,High,2,0
C4089,66,Male,4,496.35,8,121,32,Basic,South,Low,3,0
C4090,57,Male,6,216.52,6,35,98,Gold,East,Medium,4,0
C4091,24,Female,5,564.9,3,15,97,Basic,East,Low,4,0
C4092,47,Female,9,533.71,8,106,55,Silver,East,Low,7,0
C4093,24,Female,9,109.1,7,128,26,Basic,East,Medium,9,0
C4094,20,Male,4,164.28,10,74,93,Gold,North,High,5,0
C4095,18,Male,4,348.05,5,88,82,Silver,West,Medium,4,0
C4096,53,Male,8,330.48,11,163,78,Gold,East,Medium,1,0
C4097,42,Female,4,454.2,4,29,78,Basic,East,Low,4,0
C4098,54,Female,2,144.86,1,38,12,Silver,East,Medium,6,0
C4099,18,Female,2,422.43,10,24,18,Silver,North,Medium,2,0
C4100,32,Female,1,408.18,3,19,49,Silver,West,Medium,6,0
C4101,54,Female,5,216.81,2,174,42,Silver,South,Medium,0,0
C4102,30,Male,6,371.2,8,49,36,Basic,North,Medium,5,0
C4103,57,Female,9,211.1,8,44,66,Basic,East,Medium,0,0
C4104,25,Female,5,173.46,5,154,71,Basic,East,Medium,6,0
C4105,22,Female,6,386.57,5,153,88,Gold,North,Low,5,0
C4106,26,Male,6,588.74,11,35,65,Gold,West,Medium,9,0
C4107,18,Female,3,218.47,4,164,17,Basic,West,Medium,0,0
C4108,53,Male,4,277.67,1,142,91,Gold,South,Medium,8,0
C4109,52,Male,1,228.29,1,56,87,Basic,North,Medium,4,0
C4110,19,Male,4,233.23,6,134,84,Basic,West,High,6,0
C4111,57,Male,1,302.1,4,32,51,Basic,North,Medium,0,0
C4112,40,Male,5,450.93,4,26,58,Gold,West,Medium,7,0
C4113,26,Female,8,119.4,3,143,75,Silver,West,Medium,7,0
C4114,51,Female,8,578.56,9,177,56,Basic,East,Medium,8,0
C4115,63,Male,5,123.14,3,56,76,Silver,West,Low,1,0
C4116,31,Male,2,540.63,8,37,29,Basic,West,Medium,5,0
C4117,21,Male,6,547.19,2,125,27,Basic,North,Low,9,0
C4118,47,Female,1,362.24,4,53,78,Basic,West,Low,4,0
C4119,48,Female,7,168.5,1,101,34,Basic,West,Medium,5,0
C4120,55,Male,4,382.57,11,78,15,Gold,North,Medium,4,0
C4121,28,Female,5,414.32,5,36,39,Silver,West,Medium,0,0
C4122,52,Female,6,528.88,2,101,31,Basic,North,Low,1,0
C4123,25,Male,1,375.45,11,11,71,Basic,North,High,2,0
C4124,20,Male,9,305.35,1,27,51,Basic,North,Medium,6,0
C4125,31,Female,4,519.15,1,2,54,Basic,North,High,9,0
C4126,30,Female,8,590.48,2,22,12,Silver,East,Medium,8,0
C4127,62,Female,5,422.55,5,66,59,Basic,East,Medium,1,0
C4128,49,Male,8,537.19,9,112,81,Silver,East,Low,9,0
C4129,51,Male,1,399.37,6,17,46,Basic,East,Medium,0,0
C4130,62,Male,8,444.89,4,132,71,Basic,North,Medium,0,0
C4131,36,Female,4,444.08,3,14,24,Gold,North,Medium,3,0
C4132,55,Female,2,452.39,8,7,49,Basic,North,Medium,8,0
C4133,33,Male,6,260.51,3,79,39,Basic,North,Medium,3,0
C4134,19,Female,2,387.83,1,144,81,Basic,East,Medium,2,0
C4135,57,Male,5,397.07,4,104,24,Basic,West,Medium,9,0
C4136,34,Female,2,257.54,11,147,28,Basic,East,Low,7,1
C4137,51,Male,3,274.93,5,1,61,Basic,North,Low,8,0
C4138,59,Female,6,481.12,5,31,59,Gold,North,Medium,4,0
C4139,33,Female,1,391.36,5,128,13,Silver,West,Low,1,1
C4140,55,Male,6,174.61,8,132,98,Silver,North,Low,3,0
C4141,19,Male,3,518.82,8,91,93,Basic,West,High,9,0
C4142,19,Male,7,541.56,4,58,20,Silver,North,Low,7,0
C4143,43,Male,2,333.07,9,56,59,Basic,West,Medium,1,0
C4144,30,Male,6,204.45,1,43,76,Basic,South,High,8,0
C4145,64,Female,8,573.8,5,74,62,Basic,South,Medium,4,0
C4146,48,Male,1,541.13,5,49,68,Basic,South,Medium,6,0
C4147,51,Male,9,222.19,5,112,96,Basic,South,High,4,0
C4148,56,Male,5,147.8,8,108,80,Basic,North,High,2,0
C4149,20,Male,5,320.33,9,60,92,Basic,North,Medium,1,0
C4150,25,Male,5,438.2,3,94,53,Basic,North,Medium,2,0
C4151,40,Female,6,187.69,9,144,33,Basic,South,Medium,1,0
C4152,31,Male,2,356.61,11,73,83,Basic,West,High,1,0
C4153,44,Male,6,312.71,8,99,86,Basic,West,High,1,0
C4154,46,Male,4,545.28,3,114,11,Basic,South,High,1,0
C4155,56,Female,8,314.78,2,175,81,Basic,North,Medium,7,0
C4156,56,Female,9,366.89,4,15,87,Basic,South,Medium,4,0
C4157,18,Male,9,577.64,2,63,73,Basic,East,Medium,8,0
C4158,34,Male,8,249.85,4,28,94,Silver,West,Low,4,0
C4159,58,Female,3,244.5,5,148,6,Basic,South,Medium,0,0
C4160,47,Female,4,499.8,2,161,37,Basic,South,Low,7,0
C4161,30,Female,1,238.77,8,36,52,Basic,South,Medium,2,0
C4162,38,Male,9,515.93,1,125,41,Basic,South,High,9,0
C4163,36,Male,5,147.77,3,141,93,Basic,North,Low,9,0
C4164,36,Female,6,155.63,7,62,93,Platinum,West,High,1,0
C4165,42,Male,3,550.66,10,151,34,Gold,East,Low,5,0
C4166,39,Female,8,370.41,1,13,45,Basic,North,High,3,0
C4167,48,Female,7,459.41,11,88,8,Silver,South,Medium,3,0
C4168,34,Female,1,212.64,2,40,87,Basic,South,Low,8,0
C4169,40,Male,5,183.14,3,158,95,Basic,South,Medium,9,0
C4170,49,Female,9,517.48,2,124,43,Silver,South,High,7,0
C4171,27,Female,6,279.31,2,25,28,Basic,West,Medium,2,0
C4172,27,Male,8,327.52,11,154,54,Basic,South,Medium,8,0
C4173,53,Female,1,113.99,6,24,41,Silver,East,High,0,0
C4174,25,Male,7,292.94,7,97,57,Silver,North,Low,6,0
C4175,69,Female,3,485.22,6,39,29,Platinum,West,High,6,0
C4176,37,Male,9,510.64,11,109,97,Silver,South,Low,1,0
C4177,49,Female,6,449.38,6,61,35,Silver,East,Medium,6,0
C4178,67,Female,5,446.09,9,177,96,Basic,North,Low,6,0
C4179,31,Female,8,353.12,8,169,42,Basic,North,Medium,8,0
C4180,67,Female,8,369.16,8,20,62,Silver,West,Low,5,0
C4181,45,Female,3,471.32,6,172,57,Platinum,North,Medium,9,0
C4182,63,Male,2,223.65,5,16,54,Basic,South,Medium,9,0
C4183,69,Male,2,215.76,9,149,8,Platinum,South,Medium,8,0
C4184,41,Female,5,574.96,2,15,96,Basic,East,Medium,2,0
C4185,32,Female,7,113.84,7,167,56,Basic,East,Medium,7,0
C4186,39,Female,8,169.73,6,42,35,Basic,North,Low,3,0
C4187,47,Male,8,385.17,7,4,91,Basic,West,High,0,0
C4188,21,Male,8,468.92,4,152,82,Silver,South,Medium,6,0
C4189,30,Female,3,368.95,9,131,96,Basic,North,Low,2,0
C4190,40,Male,2,277.53,7,114,18,Gold,West,Medium,3,0
C4191,25,Female,4,588.99,2,129,5,Silver,North,Medium,2,0
C4192,35,Female,1,451.93,4,141,47,Basic,West,Low,5,1
C4193,29,Female,3,515.7,5,54,63,Silver,East,Low,9,0
C4194,48,Male,9,120.12,2,82,65,Basic,South,High,0,0
C4195,31,Female,7,217.96,10,40,45,Silver,East,Medium,9,0
C4196,51,Female,7,287.09,8,127,22,Basic,South,Medium,6,0
C4197,35,Female,1,191.3,1,139,64,Basic,West,High,9,0
C4198,51,Male,7,136.45,3,42,73,Silver,West,Low,7,0
C4199,28,Male,7,212.55,1,93,83,Gold,North,Medium,2,0
C4200,58,Male,4,366.82,5,4,63,Silver,West,Medium,8,0
C4201,29,Female,7,447.87,8,25,46,Silver,West,Low,1,0
C4202,66,Male,8,487.01,7,100,84,Silver,North,Low,9,0
C4203,32,Female,3,121.47,9,164,40,Basic,North,Medium,9,0
C4204,48,Male,2,313.99,2,125,44,Gold,South,Low,8,1
C4205,66,Female,7,161.11,8,172,34,Basic,West,Medium,4,0
C4206,46,Male,5,315.6,8,40,91,Basic,North,High,5,0
C4207,43,Female,5,316.99,6,92,15,Basic,South,Medium,1,0
C4208,35,Male,5,349.11,3,173,29,Basic,South,Medium,4,0
C4209,49,Male,7,546.42,2,136,49,Basic,East,Low,5,0
C4210,39,Male,9,502.55,8,85,55,Basic,North,Medium,4,0
C4211,55,Female,8,418.36,6,35,47,Basic,East,Medium,3,0
C4212,34,Male,6,542.7,4,172,70,Silver,South,High,7,0
C4213,40,Male,7,439.23,5,146,51,Silver,West,High,1,0
C4214,41,Male,9,509.43,5,47,28,Silver,North,Medium,0,0
C4215,67,Male,6,381.89,9,153,81,Basic,North,Low,1,0
C4216,25,Female,1,362.61,9,169,41,Silver,South,High,3,0
C4217,58,Male,4,462.05,8,5,60,Basic,North,Medium,0,0
C4218,23,Female,8,109.84,8,125,98,Silver,South,Medium,8,0
C4219,22,Female,7,445.19,2,111,79,Basic,North,Medium,0,0
C4220,61,Female,3,567.26,3,72,91,Silver,North,Medium,4,0
C4221,46,Female,3,456.97,8,87,50,Basic,West,High,7,0
C4222,45,Male,3,118.4,5,3,32,Silver,South,Low,8,0
C4223,28,Female,1,288.94,7,165,97,Gold,East,High,8,0
C4224,18,Female,1,504.79,8,93,56,Silver,West,Low,7,1
C4225,60,Female,6,579.3,6,41,19,Basic,South,High,5,0
C4226,36,Female,1,285.08,5,148,49,Basic,North,Medium,5,0
C4227,26,Male,5,520.6,8,87,62,Gold,South,Low,8,0
C4228,44,Male,4,531.9,1,168,71,Basic,South,Low,1,0
C4229,51,Female,5,161.64,1,85,77,Gold,West,Medium,2,0
C4230,61,Female,7,522.89,1,136,76,Basic,South,Low,5,0
C4231,21,Female,6,262.12,3,133,77,Platinum,North,Medium,7,0
C4232,53,Male,9,396.62,10,25,85,Gold,East,Low,6,0
C4233,35,Male,6,369.48,6,39,45,Silver,East,Low,7,0
C4234,32,Male,9,431.53,6,165,69,Basic,North,Medium,4,0
C4235,68,Male,4,470.23,5,125,44,Basic,East,Medium,8,0
C4236,30,Male,1,320.44,7,105,9,Gold,West,Medium,5,0
C4237,36,Female,1,544.16,5,5,98,Gold,South,Medium,9,0
C4238,66,Male,7,504.75,2,136,79,Basic,South,Medium,1,0
C4239,23,Male,3,492.71,4,4,32,Basic,East,Medium,5,0
C4240,65,Female,2,329.12,1,169,42,Gold,East,Low,3,1
C4241,29,Male,6,118.79,7,60,85,Silver,East,Low,4,0
C4242,68,Male,6,346.13,4,54,91,Gold,West,Low,4,0
C4243,54,Male,7,549.22,4,150,22,Gold,South,Medium,0,0
C4244,34,Female,5,195.23,4,78,41,Gold,South,Medium,9,0
C4245,40,Male,8,591.3,3,19,31,Basic,North,Medium,4,0
C4246,43,Female,7,503.85,8,99,29,Basic,North,Medium,9,0
C4247,46,Female,2,454.91,4,68,73,Basic,West,Medium,8,0
C4248,50,Male,1,438.58,8,33,87,Gold,South,Medium,7,0
C4249,44,Male,9,393.51,9,150,31,Basic,South,Low,7,0
C4250,42,Male,5,460.34,1,139,81,Basic,North,Medium,2,0
C4251,27,Male,5,310.95,4,16,58,Basic,North,Medium,8,0
C4252,64,Female,4,522.64,6,127,11,Basic,South,High,8,0
C4253,40,Male,2,448.17,8,93,94,Gold,West,High,9,0
C4254,38,Female,5,485.63,6,44,82,Silver,East,Medium,6,0
C4255,38,Female,2,496.24,6,9,31,Silver,West,High,5,0
C4256,60,Female,7,146.04,10,78,63,Basic,South,Medium,8,0
C4257,30,Female,9,127.82,4,79,76,Gold,East,Medium,5,0
C4258,54,Female,9,500.49,9,86,35,Basic,West,High,2,0
C4259,50,Male,6,229.69,7,15,95,Silver,West,High,5,0
C4260,41,Female,1,390.98,11,6,72,Basic,South,Medium,1,0
C4261,61,Female,6,321.86,6,1,8,Basic,North,Medium,1,0
C4262,28,Male,5,111.02,1,20,22,Basic,West,High,6,0
C4263,34,Male,4,120.14,2,164,67,Silver,West,Medium,7,0
C4264,21,Female,6,513.56,6,130,91,Silver,North,Low,6,0
C4265,64,Female,6,403.84,11,70,80,Basic,West,Medium,4,0
C4266,42,Male,6,361.92,1,2,56,Basic,West,Low,3,0
C4267,47,Female,2,572.18,11,131,88,Gold,North,Medium,7,0
C4268,26,Male,7,186.56,5,7,67,Basic,South,High,8,0
C4269,38,Male,4,228.99,1,84,49,Basic,South,Low,6,0
C4270,37,Female,9,478.37,3,169,16,Basic,South,High,0,0
C4271,36,Male,2,487.62,7,54,12,Gold,East,High,3,0
C4272,36,Female,5,302.45,5,41,26,Basic,South,High,3,0
C4273,29,Female,4,575.49,10,115,95,Platinum,East,High,9,0
C4274,54,Female,9,569.13,1,133,45,Basic,East,Medium,2,0
C4275,59,Male,4,106.2,1,102,45,Basic,East,Medium,3,0
C4276,34,Female,8,186.16,8,82,85,Basic,North,High,8,0
C4277,54,Male,8,510.11,11,63,61,Silver,East,Medium,0,0
C4278,65,Female,6,267.61,9,1,36,Basic,East,Medium,1,0
C4279,56,Female,6,147.73,7,25,99,Silver,North,Medium,6,0
C4280,45,Male,8,492.5,3,174,59,Basic,West,Medium,8,0
C4281,58,Female,9,327.29,6,143,10,Basic,West,Medium,6,0
C4282,52,Female,5,346.21,3,145,43,Gold,East,Medium,0,0
C4283,64,Male,1,193.18,10,149,13,Silver,South,Medium,6,0
C4284,65,Male,1,430.45,4,55,36,Basic,West,Medium,5,0
C4285,35,Male,2,375.62,4,107,40,Silver,South,Medium,0,0
C4286,31,Female,5,203.34,3,138,20,Silver,North,Low,0,0
C4287,52,Male,4,270.17,10,65,16,Basic,West,Medium,1,0
C4288,61,Male,1,398.44,6,37,45,Basic,North,Low,5,0
C4289,58,Female,4,562.44,5,112,71,Basic,East,High,3,0
C4290,24,Male,4,560.19,11,7,62,Basic,West,High,3,0
C4291,58,Female,4,243.95,9,76,95,Silver,East,Medium,5,0
C4292,30,Female,1,467.81,9,40,95,Basic,East,High,8,0
C4293,35,Male,9,487.76,3,178,13,Basic,North,Medium,0,0
C4294,54,Female,3,504.41,9,1,21,Basic,West,Low,1,0
C4295,30,Male,4,385.38,3,148,9,Platinum,West,Medium,7,0
C4296,53,Male,5,105.25,4,108,30,Silver,West,Low,7,0
C4297,48,Male,7,480.84,1,159,89,Basic,East,Medium,5,0
C4298,19,Male,6,153.3,5,68,5,Basic,West,Medium,5,0
C4299,33,Female,5,158.44,9,12,5,Basic,South,Medium,7,0
C4300,26,Female,8,402.81,2,150,39,Silver,South,Medium,1,0
C4301,26,Male,1,591.76,4,129,13,Basic,East,Medium,1,0
C4302,55,Male,7,221.27,10,126,91,Platinum,North,Medium,0,0
C4303,28,Female,6,422.91,2,1,42,Basic,South,Medium,5,0
C4304,39,Male,5,251.83,8,131,8,Silver,North,Low,5,0
C4305,50,Female,7,549.36,9,117,56,Silver,West,Low,5,0
C4306,53,Male,3,396.76,3,149,23,Gold,South,Medium,1,0
C4307,62,Female,1,203.74,9,13,9,Basic,East,Medium,6,0
C4308,40,Female,9,231.07,6,141,96,Silver,East,Low,2,0
C4309,62,Female,2,316.24,6,105,52,Basic,North,Medium,0,0
C4310,62,Male,3,161.02,7,161,91,Basic,East,Medium,0,0
C4311,51,Male,8,139.37,5,134,67,Gold,North,High,8,0
C4312,26,Male,9,440.03,6,25,42,Gold,North,High,2,0
C4313,41,Male,3,303.58,11,151,56,Silver,South,Medium,7,0
C4314,25,Male,6,463.11,1,88,91,Basic,South,Medium,9,0
C4315,24,Female,7,155.03,3,101,50,Gold,East,Low,6,0
C4316,53,Female,1,404.93,9,26,86,Basic,North,Low,1,0
C4317,35,Female,7,321.65,5,132,97,Basic,South,Medium,1,0
C4318,20,Female,4,129.0,5,102,96,Silver,West,Medium,3,0
C4319,45,Female,5,372.4,8,163,13,Basic,East,Medium,1,0
C4320,23,Female,8,141.4,11,100,54,Platinum,East,Low,4,0
C4321,61,Female,4,513.86,11,25,78,Basic,West,Medium,9,0
C4322,61,Male,4,415.98,2,148,70,Basic,West,Low,6,0
C4323,38,Female,8,378.48,7,1,81,Silver,West,Medium,1,0
C4324,45,Male,5,166.73,9,94,42,Silver,South,Low,8,0
C4325,57,Female,6,243.73,7,68,31,Basic,West,Medium,0,0
C4326,18,Female,5,346.44,5,23,24,Basic,East,Low,1,0
C4327,53,Male,1,416.64,6,106,66,Silver,South,Medium,6,0
C4328,38,Female,7,191.62,4,150,78,Basic,North,Low,4,0
C4329,60,Male,6,104.43,7,95,20,Basic,West,Low,0,0
C4330,52,Female,2,272.38,1,62,83,Silver,East,Low,3,1
C4331,30,Male,7,341.44,4,129,17,Basic,West,Medium,7,0
C4332,66,Female,6,192.22,3,68,24,Platinum,North,Medium,4,0
C4333,27,Male,5,346.08,4,147,28,Silver,South,High,1,0
C4334,61,Male,8,269.24,1,30,54,Platinum,North,Low,8,0
C4335,64,Female,5,327.54,2,129,11,Basic,South,Low,0,0
C4336,27,Female,2,273.73,11,48,91,Platinum,East,Medium,0,0
C4337,63,Male,6,414.23,9,19,92,Basic,East,Medium,9,0
C4338,30,Female,1,121.45,7,127,33,Basic,East,Low,4,1
C4339,54,Male,5,185.45,6,150,9,Basic,North,Medium,8,0
C4340,55,Female,6,316.38,2,50,39,Basic,West,Medium,5,0
C4341,41,Male,7,278.15,1,134,69,Basic,West,Medium,4,0
C4342,19,Female,2,295.82,2,149,86,Silver,North,Medium,5,0
C4343,39,Male,1,501.88,7,147,74,Basic,West,Low,5,1
C4344,34,Female,6,543.17,2,165,91,Basic,North,Low,8,0
C4345,53,Male,3,224.33,3,63,78,Silver,West,High,8,0
C4346,31,Male,5,518.2,8,157,11,Basic,South,Low,4,0
C4347,27,Female,2,329.39,7,162,48,Silver,East,Low,3,1
C4348,52,Female,1,236.91,11,129,76,Silver,West,High,0,0
C4349,42,Male,1,592.73,11,48,17,Gold,North,Medium,5,0
C4350,20,Male,4,512.4,11,89,98,Basic,South,Medium,6,0
C4351,64,Male,2,597.13,9,127,86,Platinum,West,Medium,6,0
C4352,55,Male,1,184.1,4,149,82,Silver,West,Medium,0,0
C4353,34,Female,6,171.92,7,162,79,Platinum,North,Medium,5,0
C4354,29,Male,4,351.69,1,154,42,Basic,South,Low,7,0
C4355,69,Male,7,419.32,11,36,17,Silver,East,Medium,2,0
C4356,41,Male,6,185.53,11,151,58,Gold,North,Low,0,0
C4357,46,Female,5,530.22,2,81,48,Basic,West,Low,6,0
C4358,60,Male,2,366.01,7,47,17,Silver,East,Medium,3,0
C4359,42,Female,5,305.47,2,172,29,Gold,West,Medium,4,0
C4360,53,Female,9,401.03,6,148,28,Silver,North,Low,1,0
C4361,43,Female,9,417.48,10,27,33,Basic,South,Medium,6,0
C4362,55,Female,2,121.39,9,165,74,Silver,East,Medium,0,0
C4363,18,Female,7,599.95,11,52,22,Basic,North,Medium,3,0
C4364,37,Female,4,281.96,5,75,96,Gold,North,High,7,0
C4365,45,Female,3,130.77,10,92,9,Basic,East,Medium,6,0
C4366,33,Male,1,526.16,7,62,22,Basic,South,High,6,0
C4367,64,Male,3,596.51,1,66,67,Basic,West,Medium,6,0
C4368,34,Female,9,508.18,8,152,41,Silver,East,Medium,4,0
C4369,57,Male,9,525.94,9,80,75,Platinum,North,High,9,0
C4370,45,Male,7,412.97,5,140,59,Basic,East,High,2,0
C4371,29,Female,3,561.16,6,144,77,Basic,East,Medium,9,0
C4372,44,Male,3,117.87,11,164,16,Basic,South,Medium,6,0
C4373,59,Female,4,483.36,8,130,56,Gold,South,Low,7,0
C4374,64,Male,7,435.36,4,64,61,Basic,West,High,6,0
C4375,47,Female,7,124.79,2,29,50,Basic,East,Medium,5,0
C4376,58,Female,2,371.99,10,87,48,Silver,South,High,8,0
C4377,51,Male,5,357.53,8,96,28,Basic,South,Low,5,0
C4378,54,Male,7,445.77,2,31,13,Basic,North,Medium,4,0
C4379,23,Female,7,138.77,5,83,16,Basic,South,Medium,5,0
C4380,24,Female,6,502.64,6,143,13,Gold,East,High,9,0
C4381,49,Female,8,169.7,5,33,26,Gold,East,High,3,0
C4382,49,Male,3,309.33,6,100,21,Silver,North,Low,5,0
C4383,42,Male,1,540.64,6,148,37,Basic,North,Medium,3,0
C4384,50,Male,3,380.27,3,73,51,Silver,North,Low,4,0
C4385,24,Male,2,289.8,11,166,92,Basic,East,Medium,5,0
C4386,69,Female,2,124.1,11,131,19,Silver,East,Medium,0,0
C4387,29,Female,2,436.14,3,18,97,Silver,West,Medium,5,0
C4388,33,Female,5,593.27,9,126,37,Gold,South,High,5,0
C4389,33,Female,1,555.9,3,7,97,Basic,North,Medium,0,0
C4390,60,Male,4,458.65,3,163,19,Silver,South,Medium,6,0
C4391,53,Female,5,152.65,11,124,31,Silver,South,Medium,9,0
C4392,30,Female,2,219.72,2,114,65,Basic,West,Medium,4,0
C4393,24,Male,5,193.42,7,84,72,Silver,East,High,7,0
C4394,53,Male,4,277.73,10,84,86,Gold,South,High,4,0
C4395,64,Female,8,217.76,10,83,89,Gold,North,Low,9,0
C4396,68,Male,1,222.22,4,105,52,Silver,North,Medium,4,0
C4397,26,Female,5,408.36,1,102,12,Basic,East,Low,1,0
C4398,49,Male,1,259.35,6,93,10,Gold,East,Medium,3,0
C4399,28,Male,4,438.58,5,60,67,Silver,East,Medium,3,0
C4400,25,Female,8,573.94,11,102,88,Basic,North,Low,9,0
C4401,50,Male,1,419.24,2,24,6,Basic,East,High,9,0
C4402,40,Female,2,475.83,6,109,26,Basic,West,Medium,7,0
C4403,42,Male,1,475.79,1,167,25,Basic,West,High,2,0
C4404,25,Male,7,265.35,3,140,10,Silver,North,Low,0,0
C4405,62,Male,2,107.48,4,94,74,Basic,West,High,6,0
C4406,39,Male,1,127.52,3,64,17,Basic,South,Medium,8,0
C4407,21,Male,6,241.03,6,4,5,Basic,East,Low,5,0
C4408,57,Female,6,444.77,11,94,26,Basic,West,Medium,1,0
C4409,20,Male,2,553.34,4,133,28,Basic,East,High,1,0
C4410,46,Female,1,579.4,1,16,68,Basic,West,Medium,0,0
C4411,58,Male,3,112.92,5,27,45,Basic,East,Medium,5,0
C4412,46,Female,5,595.04,5,132,98,Silver,North,High,7,0
C4413,51,Male,6,261.25,9,72,26,Basic,South,Low,0,0
C4414,51,Female,3,521.48,8,48,65,Silver,East,Medium,0,0
C4415,45,Female,9,190.15,8,136,16,Basic,South,Medium,0,0
C4416,30,Male,5,131.45,5,81,94,Basic,East,Medium,9,0
C4417,32,Male,2,289.18,8,174,8,Basic,North,Low,4,1
C4418,40,Male,6,529.46,10,44,87,Basic,South,Medium,6,0
C4419,61,Female,8,210.41,7,52,84,Basic,West,Medium,3,0
C4420,43,Female,6,176.98,1,34,16,Basic,South,Medium,0,0
C4421,21,Male,4,554.9,7,21,37,Basic,East,Medium,0,0
C4422,43,Male,6,569.17,11,24,25,Silver,South,Low,9,0
C4423,57,Female,8,106.27,8,44,77,Basic,North,High,2,0
C4424,26,Female,8,463.72,3,114,76,Gold,South,Medium,4,0
C4425,22,Male,2,254.6,9,169,88,Gold,South,High,4,0
C4426,49,Female,8,287.35,8,157,78,Silver,South,Low,8,0
C4427,37,Male,6,334.55,2,103,96,Basic,West,Medium,8,0
C4428,67,Male,2,313.4,6,134,78,Gold,South,Low,8,1
C4429,28,Male,1,357.49,4,56,76,Basic,East,Medium,7,0
C4430,32,Female,6,391.18,3,14,56,Basic,East,Low,8,0
C4431,49,Female,7,332.8,11,178,51,Basic,South,Medium,7,0
C4432,45,Female,5,450.78,6,101,63,Gold,South,High,7,0
C4433,39,Female,8,459.3,10,1,51,Basic,West,Low,7,0
C4434,58,Male,9,320.18,9,12,60,Gold,North,Low,7,0
C4435,34,Female,4,171.23,2,115,17,Basic,East,High,4,0
C4436,43,Male,7,420.32,10,106,48,Gold,West,Medium,9,0
C4437,61,Male,8,486.48,10,152,39,Gold,East,Medium,2,0
C4438,24,Male,6,419.05,10,37,33,Gold,East,Low,3,0
C4439,59,Female,2,394.03,5,3,60,Basic,South,Medium,8,0
C4440,43,Male,7,214.71,6,155,9,Gold,East,Low,6,0
C4441,42,Male,9,422.57,4,53,71,Platinum,North,Medium,8,0
C4442,27,Female,5,267.43,7,100,57,Basic,North,Medium,6,0
C4443,62,Male,2,559.78,2,17,64,Basic,North,Medium,7,0
C4444,36,Female,4,426.86,7,113,10,Silver,West,Medium,2,0
C4445,28,Female,3,239.09,2,110,52,Basic,North,Medium,7,0
C4446,30,Female,4,336.46,1,143,84,Silver,North,Low,3,0
C4447,25,Male,7,523.29,11,167,39,Basic,East,High,5,0
C4448,57,Female,8,267.73,5,4,22,Silver,West,Medium,0,0
C4449,21,Female,1,362.72,2,145,15,Basic,South,Low,1,1
C4450,64,Female,8,439.83,8,139,55,Basic,West,Low,6,0
C4451,48,Female,5,477.26,8,12,27,Basic,West,Low,5,0
C4452,45,Male,7,186.95,1,32,51,Gold,South,Low,9,0
C4453,28,Female,1,382.58,4,155,79,Basic,South,Medium,4,0
C4454,60,Male,2,556.1,9,172,63,Gold,South,Medium,6,0
C4455,18,Female,1,584.18,5,43,61,Silver,East,High,1,0
C4456,66,Male,5,428.07,11,177,97,Basic,East,Low,9,0
C4457,64,Female,6,591.83,10,104,60,Basic,East,Medium,3,0
C4458,69,Male,9,385.37,6,93,31,Basic,North,Medium,4,0
C4459,55,Female,8,321.3,3,43,77,Basic,South,Low,7,0
C4460,41,Male,7,375.79,5,131,39,Basic,East,High,5,0
C4461,64,Male,5,157.86,1,157,59,Silver,East,High,5,0
C4462,48,Male,3,300.86,8,85,13,Platinum,West,Medium,4,0
C4463,58,Female,9,329.2,11,35,22,Basic,East,Medium,9,0
C4464,63,Male,5,524.31,6,117,48,Silver,South,High,4,0
C4465,67,Male,3,479.32,2,176,25,Platinum,South,Medium,0,0
C4466,43,Male,3,400.71,4,167,60,Gold,North,Low,3,0
C4467,66,Male,3,273.64,4,152,52,Gold,North,Low,8,0
C4468,67,Female,6,193.52,9,20,5,Gold,West,Medium,1,0
C4469,22,Male,1,273.88,9,143,31,Basic,North,Medium,5,0
C4470,37,Male,4,439.9,5,85,49,Gold,South,Medium,1,0
C4471,69,Male,8,231.52,3,117,67,Gold,North,Low,8,0
C4472,58,Female,3,313.44,1,106,62,Basic,North,High,4,0
C4473,28,Male,5,293.39,6,146,44,Basic,East,Medium,8,0
C4474,50,Male,2,482.8,8,105,67,Basic,South,Medium,9,0
C4475,67,Male,2,541.89,1,93,42,Basic,West,Low,4,1
C4476,55,Male,7,449.69,11,41,33,Basic,North,High,8,0
C4477,44,Female,3,270.8,1,100,44,Silver,North,Medium,1,0
C4478,51,Male,5,316.59,11,69,23,Silver,West,Medium,6,0
C4479,32,Male,3,171.68,7,106,92,Basic,West,High,7,0
C4480,49,Female,6,184.05,7,139,60,Basic,South,High,2,0
C4481,38,Female,3,182.15,2,146,48,Silver,West,Low,0,0
C4482,63,Female,8,165.29,3,140,69,Basic,North,High,1,0
